name1,name2,discovery date,uniport1,uniport2,id1,id2
CHEK2,ST14,"datetime(2015, 3, 27, 0, 0)",O96017,Q9Y5Y6,108135,103630
ESR1,KRT15,"datetime(2015, 6, 1, 0, 0)",P03372,P19012,102503,108164
RAPGEF2,TNKS,"datetime(2015, 1, 1, 0, 0)",Q9Y4G8,O95271,112514,114236
TRIM25,PTPRJ,"datetime(2015, 3, 27, 0, 0)",Q14258,Q12913,104818,113804
MAST3,PRKAA1,"datetime(2015, 4, 7, 0, 0)",O60307,Q13131,107245,110570
VPS45,PAX2,"datetime(2015, 3, 27, 0, 0)",Q9NRW7,Q02962,112933,111327
KLK5,ESR1,"datetime(2015, 3, 27, 0, 0)",Q9Y337,P03372,115783,102503
MNDA,USP36,"datetime(2015, 2, 9, 0, 0)",P41218,Q9P275,100095,109236
KLK6,LSP1,"datetime(2015, 3, 27, 0, 0)",Q92876,P33241,113471,105228
IRAK1,SLC2A1,"datetime(2015, 4, 7, 0, 0)",P51617,P11166,110648,105287
DAPK1,MYO1D,"datetime(2015, 4, 7, 0, 0)",P53355,O94832,114750,106883
TYK2,HNRNPH1,"datetime(2015, 4, 7, 0, 0)",P29597,P31943,101260,110600
NAT2,ATM,"datetime(2015, 3, 27, 0, 0)",P11245,Q13315,116160,115411
AATK,RCN1,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,Q15293,112373,107573
AKT1,MRC2,"datetime(2015, 3, 27, 0, 0)",P31749,Q9UBG0,112440,109060
AIM2,TFCP2,"datetime(2015, 2, 9, 0, 0)",O14862,Q12800,112084,107944
BCAR3,PRDM14,"datetime(2015, 3, 27, 0, 0)",O75815,Q9GZV8,111502,109440
TYK2,CCT5,"datetime(2015, 4, 7, 0, 0)",P29597,P48643,101260,114575
PYHIN1,GPC4,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O75487,100916,107666
MNDA,GRWD1,"datetime(2015, 2, 9, 0, 0)",P41218,Q9BQ67,100095,102027
BLK,ATP5C1,"datetime(2015, 4, 7, 0, 0)",P51451,P36542,115130,109894
YBX1,POP1,"datetime(2015, 2, 6, 0, 0)",P67809,Q96F88,106757,113639
PYHIN1,NBN,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O60934,100916,102935
ESR1,KRT4,"datetime(2015, 6, 1, 0, 0)",P03372,P19013,102503,108163
BEX1,SMAD4,"datetime(2015, 3, 27, 0, 0)",Q9HBH7,Q13485,107635,101994
MNDA,KIAA0020,"datetime(2015, 2, 9, 0, 0)",P41218,Q15397,100095,103505
